Date,VT(e),Ti,Te,RR,I:E,PEEP,PIP,O2,RSD_VT,RSD_RR,RSD_IE,RSD_PEEP,RSD_PIP,RSD_O2
2024-11-24 05:50:29,546.0,1.01,4.04,11.9,1:3.98,5.52,12.97,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:50:43,532.0,1.03,4.04,11.8,1:3.92,5.52,12.58,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:50:55,562.0,1.03,4.04,11.8,1:3.91,5.46,13.08,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:51:06,559.0,1.02,4.04,11.9,1:3.94,5.47,13.13,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:51:16,567.0,1.03,4.04,11.8,1:3.92,5.48,13.15,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:51:28,579.0,1.03,4.04,11.8,1:3.92,5.42,13.49,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:51:39,619.0,1.02,4.04,11.9,1:3.96,5.45,14.1,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:51:50,616.0,1.03,4.04,11.8,1:3.93,5.46,14.1,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:00,621.0,1.02,4.04,11.9,1:3.97,5.45,14.05,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:10,611.0,1.02,4.04,11.9,1:3.96,5.45,14.01,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:21,627.0,1.02,4.04,11.9,1:3.97,5.61,14.28,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:32,567.0,1.02,4.04,11.9,1:3.96,5.47,13.26,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:43,623.0,1.02,4.04,11.9,1:3.95,5.49,14.16,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:52:54,729.0,1.02,4.05,11.8,1:3.98,5.54,16.01,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:53:06,656.0,1.02,4.04,11.9,1:3.94,5.61,14.75,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:53:17,636.0,1.02,4.04,11.9,1:3.95,5.46,14.49,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:53:28,602.0,1.02,4.04,11.9,1:3.96,5.44,13.9,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:53:39,559.0,1.03,4.04,11.8,1:3.93,5.4,12.99,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:53:49,535.0,1.02,4.04,11.9,1:3.97,5.54,12.68,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:01,659.0,1.02,4.04,11.9,1:3.96,5.63,14.84,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:12,634.0,1.03,4.06,11.8,1:3.95,5.43,14.35,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:22,668.0,1.03,4.04,11.8,1:3.93,5.6,14.87,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:33,635.0,1.02,4.04,11.8,1:3.94,5.62,14.47,20.7,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:43,630.0,1.02,4.04,11.9,1:3.94,5.46,14.32,20.7,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:54:53,572.0,1.04,4.05,11.8,1:3.91,5.37,13.27,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:55:05,603.0,1.03,4.04,11.8,1:3.94,5.54,13.84,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:55:16,618.0,1.03,4.04,11.8,1:3.92,5.66,14.03,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:55:28,626.0,1.02,4.04,11.9,1:3.97,5.44,14.22,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:55:39,667.0,1.03,4.05,11.8,1:3.93,5.56,14.96,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:55:50,611.0,1.03,4.04,11.8,1:3.93,5.46,13.95,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:00,581.0,1.01,4.05,11.8,1:4.00,5.58,13.47,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:10,573.0,1.01,4.04,11.9,1:3.98,5.49,13.27,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:22,668.0,1.02,4.04,11.9,1:3.95,5.44,14.95,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:34,604.0,1.02,4.04,11.9,1:3.95,5.61,13.77,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:44,610.0,1.02,4.04,11.9,1:3.95,5.46,14.08,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:56:54,594.0,1.03,4.05,11.8,1:3.94,5.35,13.64,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:06,523.0,1.03,4.04,11.8,1:3.93,5.46,12.42,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:16,558.0,1.03,4.04,11.8,1:3.93,5.5,13.14,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:26,568.0,1.02,4.04,11.9,1:3.96,5.45,13.19,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:38,626.0,1.02,4.04,11.9,1:3.97,5.53,14.27,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:48,600.0,1.03,4.04,11.8,1:3.93,5.51,13.74,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:57:59,654.0,1.02,4.04,11.9,1:3.97,5.88,14.64,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:58:10,568.0,1.02,4.09,11.7,1:3.99,5.39,13.37,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:58:21,596.0,1.03,4.04,11.8,1:3.91,5.56,13.77,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:58:32,547.0,1.02,4.05,11.8,1:3.98,5.39,12.91,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:58:44,593.0,1.02,4.04,11.9,1:3.94,5.49,13.54,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:58:55,581.0,1.02,4.04,11.9,1:3.94,5.37,13.54,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:59:07,641.0,1.02,4.04,11.9,1:3.94,5.57,14.52,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:59:18,570.0,1.02,4.04,11.9,1:3.96,5.6,13.36,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:59:28,601.0,1.03,4.04,11.8,1:3.92,5.48,13.66,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:59:39,558.0,1.01,4.04,11.9,1:4.00,5.33,13.09,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 05:59:51,567.0,1.02,4.04,11.9,1:3.97,5.36,13.28,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:01,656.0,1.02,4.04,11.9,1:3.96,5.6,14.75,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:12,604.0,1.01,4.04,11.9,1:3.98,5.39,13.93,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:24,543.0,1.02,4.04,11.9,1:3.95,5.42,12.82,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:34,694.0,1.01,4.04,11.9,1:4.00,5.45,15.56,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:45,572.0,1.02,4.04,11.9,1:3.97,5.42,13.32,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:00:56,650.0,1.02,4.04,11.9,1:3.97,5.61,14.62,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:01:07,629.0,1.03,4.04,11.8,1:3.93,5.47,14.19,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:01:17,485.0,1.02,4.04,11.9,1:3.96,5.53,12.05,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:01:28,600.0,1.02,4.04,11.9,1:3.95,5.45,13.76,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:01:40,610.0,1.08,4.04,11.7,1:3.75,5.46,13.75,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:01:51,580.0,1.02,4.04,11.9,1:3.97,5.43,13.43,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:01,681.0,1.02,4.04,11.9,1:3.96,5.63,15.08,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:13,622.0,1.02,4.04,11.9,1:3.97,5.46,14.2,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:23,634.0,1.02,4.04,11.9,1:3.95,5.5,14.3,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:34,569.0,1.01,4.04,11.9,1:3.98,5.39,13.3,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:46,638.0,1.02,4.04,11.9,1:3.97,5.5,14.45,20.6,7.55,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:02:58,595.0,1.02,4.06,11.8,1:3.97,5.4,13.62,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:03:09,644.0,1.02,4.04,11.9,1:3.97,5.56,14.6,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:03:20,554.0,1.02,4.04,11.9,1:3.95,5.43,13.02,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:03:30,612.0,1.02,4.06,11.8,1:3.97,5.59,14.02,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:03:41,632.0,1.02,4.04,11.9,1:3.95,5.52,14.3,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:03:52,585.0,1.03,4.04,11.8,1:3.93,5.54,13.39,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:04,539.0,1.03,4.04,11.8,1:3.94,5.41,12.74,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:15,636.0,1.02,4.04,11.9,1:3.97,5.58,14.46,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:26,552.0,1.02,4.04,11.9,1:3.96,5.38,12.99,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:36,589.0,1.01,4.04,11.9,1:3.98,5.46,13.47,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:46,641.0,1.02,4.06,11.8,1:3.98,5.52,14.5,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:04:57,645.0,1.03,4.05,11.8,1:3.94,5.49,14.52,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:05:08,592.0,1.02,4.04,11.9,1:3.95,5.5,13.5,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:05:19,594.0,1.02,4.04,11.9,1:3.97,5.36,13.69,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:05:31,576.0,1.01,4.04,11.9,1:3.98,5.51,13.36,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:05:41,633.0,1.02,4.05,11.8,1:3.95,5.42,14.32,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:05:51,632.0,1.03,4.05,11.8,1:3.94,5.49,14.31,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:02,653.0,1.02,4.04,11.8,1:3.95,5.58,14.65,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:12,644.0,1.01,4.04,11.9,1:3.98,5.53,14.62,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:23,560.0,1.02,4.04,11.8,1:3.95,5.6,13.01,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:35,678.0,1.02,4.04,11.9,1:3.95,5.37,15.07,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:45,659.0,1.02,4.04,11.9,1:3.96,5.62,14.91,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:06:55,551.0,1.02,4.04,11.9,1:3.97,5.5,12.97,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:07:06,624.0,1.02,4.04,11.9,1:3.94,5.39,14.1,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:07:16,492.0,1.03,4.04,11.8,1:3.94,5.39,12.09,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:07:28,545.0,1.03,4.04,11.8,1:3.91,5.48,12.8,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:07:39,573.0,1.01,4.06,11.8,1:4.00,5.4,13.37,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:07:50,646.0,1.02,4.06,11.8,1:3.97,5.53,14.56,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:00,543.0,1.02,4.04,11.9,1:3.97,5.41,12.98,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:10,573.0,1.03,4.05,11.8,1:3.94,5.46,13.34,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:21,607.0,1.04,4.04,11.8,1:3.88,5.44,13.88,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:32,534.0,1.02,4.04,11.9,1:3.94,5.68,12.72,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:43,617.0,1.02,4.04,11.9,1:3.95,5.46,14.15,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:08:55,649.0,1.03,4.04,11.8,1:3.93,5.6,14.56,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:06,580.0,1.03,4.04,11.8,1:3.93,5.35,13.54,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:16,642.0,1.02,4.04,11.9,1:3.97,5.53,14.42,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:27,667.0,1.02,4.04,11.9,1:3.96,5.48,14.99,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:37,597.0,1.02,4.04,11.9,1:3.96,5.46,13.65,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:48,601.0,1.02,4.04,11.9,1:3.94,5.39,13.82,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:09:59,572.0,1.02,4.04,11.9,1:3.96,5.58,13.34,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:10:11,606.0,1.03,4.04,11.8,1:3.93,5.42,13.95,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:10:21,615.0,1.03,4.04,11.8,1:3.91,5.58,14.1,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:10:32,512.0,1.02,4.05,11.8,1:3.97,5.45,12.38,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:10:43,596.0,1.01,4.04,11.9,1:3.98,5.43,13.65,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:10:54,570.0,1.03,4.04,11.8,1:3.93,5.39,13.34,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:11:06,650.0,1.03,4.04,11.8,1:3.94,5.38,14.65,20.6,7.54,0.57,0.99,2.93,5.54,0.67
2024-11-24 06:11:17,551.0,1.02,4.04,11.9,1:3.97,5.44,12.96,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:11:28,650.0,1.02,4.04,11.9,1:3.96,5.46,14.74,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:11:39,582.0,1.03,4.04,11.8,1:3.93,5.49,13.53,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:11:49,623.0,1.03,4.09,11.7,1:3.97,5.59,14.2,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:00,573.0,1.02,4.05,11.8,1:3.95,5.46,13.28,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:11,591.0,1.03,4.04,11.8,1:3.94,5.54,13.53,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:22,673.0,1.02,4.05,11.8,1:3.95,5.57,15.01,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:34,571.0,1.02,4.04,11.9,1:3.97,5.41,13.28,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:44,579.0,1.02,4.04,11.9,1:3.95,5.48,13.44,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:12:54,606.0,1.03,4.04,11.8,1:3.92,5.45,13.91,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:13:06,576.0,1.02,4.04,11.9,1:3.97,5.51,13.34,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:13:16,636.0,1.02,4.04,11.9,1:3.95,5.53,14.4,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:13:27,553.0,1.02,4.04,11.9,1:3.96,5.48,12.95,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:13:39,581.0,1.02,4.04,11.9,1:3.96,5.32,13.51,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:13:50,567.0,1.02,4.04,11.9,1:3.96,5.49,13.25,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:14:00,587.0,1.03,4.06,11.8,1:3.93,5.43,13.63,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:14:11,631.0,1.02,4.04,11.9,1:3.96,5.49,14.37,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:14:21,615.0,1.02,4.05,11.8,1:3.96,5.41,13.86,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:14:33,609.0,1.02,4.04,11.9,1:3.94,5.57,13.96,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:14:44,615.0,1.02,4.06,11.8,1:3.98,5.56,14.12,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:14:55,567.0,1.03,4.04,11.8,1:3.93,5.38,13.23,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:15:07,524.0,1.02,4.04,11.9,1:3.97,5.31,12.6,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:15:17,584.0,1.03,4.04,11.8,1:3.94,5.5,13.54,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:15:28,520.0,1.02,4.06,11.8,1:3.97,5.5,12.51,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:15:39,562.0,1.03,4.05,11.8,1:3.94,5.6,13.09,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:15:49,561.0,1.02,4.04,11.9,1:3.97,5.37,13.25,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:16:01,577.0,1.02,4.04,11.9,1:3.94,5.41,13.38,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:16:12,592.0,1.02,4.05,11.8,1:3.95,5.55,13.72,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:16:23,531.0,1.02,4.04,11.9,1:3.94,5.48,12.46,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:16:34,662.0,1.03,4.04,11.8,1:3.91,5.37,14.91,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:16:45,615.0,1.03,4.04,11.8,1:3.93,5.56,13.94,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:16:55,596.0,1.02,4.04,11.9,1:3.96,5.44,13.71,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:17:06,581.0,1.02,4.05,11.8,1:3.98,5.45,13.4,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:17:17,551.0,1.03,4.05,11.8,1:3.95,5.47,12.88,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:17:28,568.0,1.02,4.04,11.9,1:3.95,5.34,13.18,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:17:38,684.0,1.02,4.04,11.8,1:3.94,5.58,15.2,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:17:49,639.0,1.02,4.04,11.9,1:3.95,5.6,14.43,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:17:59,626.0,1.02,4.04,11.9,1:3.95,5.49,14.33,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:18:10,659.0,1.02,4.04,11.9,1:3.98,5.49,14.7,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:18:22,600.0,1.03,4.05,11.8,1:3.94,5.37,13.66,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:18:33,510.0,1.02,4.04,11.9,1:3.96,5.35,12.27,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:18:44,553.0,1.03,4.04,11.8,1:3.94,5.36,13.04,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:18:55,592.0,1.04,4.04,11.8,1:3.89,5.39,13.56,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:19:06,635.0,1.08,4.04,11.7,1:3.75,5.38,14.28,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:19:18,579.0,1.02,4.04,11.8,1:3.96,5.31,13.34,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:19:29,575.0,1.03,4.04,11.8,1:3.93,5.48,13.29,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:19:44,592.0,1.02,4.04,11.8,1:3.96,5.46,13.65,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:19:55,629.0,1.02,4.04,11.9,1:3.97,5.42,14.28,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:20:06,614.0,1.02,4.04,11.9,1:3.96,5.39,14.05,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:20:17,570.0,1.02,4.04,11.9,1:3.98,5.44,13.32,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:20:30,591.0,1.08,4.04,11.7,1:3.73,5.57,13.57,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:20:41,610.0,1.02,4.04,11.9,1:3.97,5.48,13.87,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:20:52,568.0,1.03,4.04,11.8,1:3.93,5.49,13.28,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:04,541.0,1.01,4.04,11.9,1:3.99,5.48,12.9,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:15,588.0,1.02,4.04,11.9,1:3.94,5.45,13.52,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:25,633.0,1.03,4.04,11.9,1:3.93,5.46,14.37,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:36,586.0,1.02,4.04,11.9,1:3.95,5.49,13.57,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:47,670.0,1.02,4.05,11.8,1:3.96,5.47,15.09,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:21:58,551.0,1.02,4.04,11.9,1:3.94,5.44,12.88,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:22:10,636.0,1.02,4.04,11.9,1:3.96,5.5,14.53,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:22:20,612.0,1.02,4.04,11.9,1:3.94,5.42,13.92,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:22:31,570.0,1.02,4.04,11.9,1:3.96,5.3,13.35,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:22:41,608.0,1.02,4.04,11.9,1:3.96,5.39,13.88,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:22:51,622.0,1.02,4.04,11.9,1:3.95,5.55,14.23,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:03,676.0,1.03,4.04,11.8,1:3.94,5.59,15.2,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:15,604.0,1.02,4.04,11.9,1:3.96,5.54,13.96,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:26,621.0,1.01,4.05,11.9,1:3.99,5.54,14.13,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:36,684.0,1.02,4.04,11.9,1:3.96,5.58,15.17,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:47,662.0,1.03,4.04,11.8,1:3.94,5.55,14.86,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:23:57,694.0,1.03,4.04,11.8,1:3.90,5.62,15.43,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:24:08,537.0,1.03,4.04,11.8,1:3.93,5.4,12.64,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:24:20,570.0,1.02,4.04,11.9,1:3.96,5.53,13.28,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:24:30,667.0,1.02,4.04,11.9,1:3.95,5.45,14.92,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:24:42,523.0,1.02,4.04,11.8,1:3.95,5.51,12.53,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:24:52,593.0,1.03,4.05,11.8,1:3.94,5.41,13.6,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:25:02,619.0,1.02,4.04,11.9,1:3.97,5.55,14.15,20.6,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:25:14,623.0,1.02,4.04,11.9,1:3.95,5.53,14.18,20.6,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:25:25,590.0,1.03,4.04,11.8,1:3.93,5.47,13.63,20.7,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:25:36,588.0,1.02,4.04,11.8,1:3.94,5.47,13.54,20.7,7.54,0.57,0.99,2.92,5.53,0.67
2024-11-24 06:25:47,466.0,1.02,4.04,11.9,1:3.96,5.58,11.73,20.7,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:25:58,615.0,1.02,4.04,11.9,1:3.94,5.66,14.06,20.7,7.54,0.57,0.99,2.92,5.54,0.67
2024-11-24 06:26:09,624.0,1.02,4.05,11.8,1:3.97,5.49,14.18,20.6,7.54,0.57,0.99,2.92,5.54,0.67
