Date,VT(e),Ti,Te,RR,I:E,PEEP,PIP,O2,RSD_VT,RSD_RR,RSD_IE,RSD_PEEP,RSD_PIP,RSD_O2
2024-11-22 20:06:28,574.0,1.02,4.04,11.9,1:3.96,5.52,13.34,20.7,7.17,1.02,1.77,2.64,5.4,0.85
2024-11-22 20:06:37,601.0,1.03,4.04,11.8,1:3.92,5.46,13.77,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:06:46,626.0,1.03,4.01,11.9,1:3.91,5.47,14.12,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:06:55,561.0,1.04,4.04,11.8,1:3.90,5.43,13.05,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:07:05,630.0,1.03,4.04,11.8,1:3.93,5.44,14.22,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:07:13,629.0,1.03,4.04,11.8,1:3.90,5.42,14.16,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:07:22,540.0,1.03,4.04,11.8,1:3.93,5.52,12.64,20.7,7.16,1.02,1.77,2.64,5.39,0.85
2024-11-22 20:07:31,585.0,0.99,4.04,11.9,1:4.09,5.5,13.55,20.7,7.16,1.02,1.77,2.65,5.39,0.85
2024-11-22 20:07:41,555.0,1.02,4.04,11.9,1:3.95,5.35,12.95,20.7,7.16,1.02,1.77,2.65,5.39,0.86
2024-11-22 20:07:51,617.0,1.03,4.04,11.8,1:3.94,5.39,13.99,20.7,7.16,1.02,1.77,2.65,5.39,0.86
2024-11-22 20:07:59,661.0,1.02,4.04,11.9,1:3.95,5.53,14.77,20.7,7.16,1.02,1.77,2.65,5.39,0.86
2024-11-22 20:08:08,503.0,1.03,4.04,11.8,1:3.91,5.36,12.17,20.7,7.17,1.02,1.77,2.65,5.4,0.86
2024-11-22 20:08:17,574.0,1.03,4.05,11.8,1:3.92,5.37,13.23,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:08:26,662.0,1.03,4.01,11.9,1:3.91,5.41,14.67,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:08:35,572.0,1.02,4.05,11.8,1:3.95,5.37,13.25,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:08:44,609.0,1.03,4.01,11.9,1:3.89,5.44,13.76,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:08:53,551.0,1.04,4.04,11.8,1:3.89,5.3,12.87,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:02,525.0,1.03,4.04,11.8,1:3.91,5.33,12.4,20.7,7.18,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:11,588.0,1.02,4.04,11.9,1:3.95,5.39,13.49,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:19,576.0,1.03,4.05,11.8,1:3.93,5.52,13.29,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:29,617.0,1.02,4.04,11.9,1:3.95,5.5,13.99,20.7,7.17,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:37,502.0,1.02,4.05,11.8,1:3.97,5.44,12.09,20.7,7.18,1.02,1.76,2.65,5.4,0.86
2024-11-22 20:09:46,599.0,1.04,4.04,11.8,1:3.88,5.36,13.72,20.7,7.18,1.01,1.76,2.65,5.4,0.86
2024-11-22 20:09:55,615.0,1.03,4.04,11.8,1:3.92,5.46,14.05,20.7,7.18,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:04,572.0,1.02,4.04,11.9,1:3.94,5.37,13.35,20.7,7.18,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:13,646.0,1.02,4.04,11.9,1:3.95,5.47,14.53,20.7,7.18,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:22,653.0,1.02,4.04,11.9,1:3.95,5.44,14.51,20.7,7.18,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:32,578.0,1.02,4.04,11.9,1:3.96,5.45,13.39,20.7,7.18,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:41,600.0,1.02,4.04,11.9,1:3.94,5.43,13.67,20.7,7.17,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:50,591.0,1.03,4.04,11.8,1:3.93,5.53,13.55,20.7,7.17,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:10:58,572.0,1.03,4.04,11.8,1:3.92,5.51,13.2,20.7,7.17,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:11:08,639.0,1.03,4.04,11.8,1:3.93,5.4,14.26,20.7,7.17,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:11:17,643.0,1.02,4.04,11.9,1:3.95,5.4,14.55,20.7,7.17,1.01,1.76,2.66,5.4,0.86
2024-11-22 20:11:26,636.0,1.02,4.04,11.9,1:3.96,5.42,14.33,20.7,7.17,1.01,1.76,2.67,5.39,0.86
2024-11-22 20:11:35,531.0,1.03,4.04,11.8,1:3.94,5.41,12.65,20.7,7.17,1.01,1.76,2.67,5.4,0.86
2024-11-22 20:11:44,665.0,1.02,4.04,11.9,1:3.94,5.43,14.83,20.7,7.17,1.01,1.76,2.67,5.4,0.86
2024-11-22 20:11:52,579.0,1.03,4.04,11.8,1:3.94,5.44,13.34,20.7,7.17,1.01,1.76,2.67,5.4,0.86
2024-11-22 20:12:02,629.0,1.02,4.04,11.9,1:3.96,5.4,14.2,20.7,7.17,1.01,1.76,2.67,5.4,0.86
2024-11-22 20:12:11,517.0,1.02,4.03,11.9,1:3.96,5.46,12.44,20.7,7.18,1.01,1.76,2.67,5.4,0.86
2024-11-22 20:12:20,468.0,1.02,4.04,11.9,1:3.94,5.49,11.66,20.7,7.2,1.01,1.75,2.67,5.41,0.86
2024-11-22 20:12:29,610.0,1.02,4.04,11.9,1:3.96,5.5,13.86,20.7,7.19,1.01,1.75,2.67,5.41,0.86
2024-11-22 20:12:39,598.0,1.02,4.04,11.9,1:3.95,5.43,13.65,20.7,7.19,1.01,1.75,2.67,5.41,0.86
2024-11-22 20:12:48,613.0,1.01,4.04,11.9,1:3.98,5.44,13.91,20.7,7.19,1.01,1.75,2.67,5.41,0.86
2024-11-22 20:12:57,602.0,1.03,4.04,11.8,1:3.93,5.37,13.77,20.7,7.19,1.01,1.75,2.67,5.4,0.86
2024-11-22 20:13:06,548.0,1.03,4.04,11.8,1:3.93,5.51,12.87,20.7,7.19,1.01,1.75,2.68,5.41,0.86
2024-11-22 20:13:15,578.0,1.02,4.05,11.8,1:3.97,5.47,13.18,20.7,7.19,1.01,1.75,2.68,5.41,0.86
2024-11-22 20:13:24,634.0,1.02,4.04,11.9,1:3.97,5.51,14.44,20.7,7.19,1.01,1.75,2.68,5.41,0.86
2024-11-22 20:13:34,639.0,1.02,4.04,11.9,1:3.94,5.4,14.5,20.7,7.19,1.01,1.75,2.68,5.4,0.86
2024-11-22 20:13:43,630.0,1.02,4.04,11.9,1:3.96,5.5,14.21,20.7,7.19,1.01,1.75,2.68,5.4,0.86
2024-11-22 20:13:52,564.0,1.03,4.04,11.8,1:3.91,5.36,13.11,20.7,7.19,1.01,1.75,2.68,5.4,0.86
2024-11-22 20:14:01,488.0,1.03,4.04,11.8,1:3.91,5.7,12.05,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:10,567.0,1.02,4.04,11.9,1:3.95,5.26,13.19,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:20,629.0,1.02,4.05,11.8,1:3.98,5.53,14.15,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:29,662.0,1.02,4.04,11.9,1:3.94,5.46,14.56,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:38,597.0,1.02,4.04,11.9,1:3.94,5.37,13.74,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:47,556.0,1.02,4.05,11.8,1:3.95,5.51,12.99,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:14:56,648.0,1.02,4.04,11.9,1:3.94,5.34,14.43,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:15:04,623.0,1.02,4.04,11.9,1:3.95,5.37,14.14,20.7,7.2,1.01,1.75,2.69,5.41,0.86
2024-11-22 20:15:14,615.0,1.03,4.04,11.8,1:3.93,5.49,13.92,20.7,7.19,1.01,1.75,2.69,5.4,0.86
2024-11-22 20:15:23,638.0,1.03,4.04,11.8,1:3.94,5.49,14.29,20.7,7.19,1.01,1.75,2.7,5.4,0.86
2024-11-22 20:15:32,611.0,1.02,4.04,11.9,1:3.94,5.45,13.92,20.7,7.19,1.01,1.75,2.7,5.4,0.86
2024-11-22 20:15:41,568.0,1.03,4.04,11.8,1:3.92,5.44,13.13,20.7,7.19,1.01,1.75,2.7,5.4,0.86
2024-11-22 20:15:50,562.0,1.03,4.04,11.8,1:3.90,5.39,12.92,20.7,7.19,1.01,1.75,2.7,5.4,0.86
2024-11-22 20:15:59,648.0,1.02,4.04,11.9,1:3.95,5.59,14.52,20.7,7.19,1.01,1.75,2.7,5.4,0.86
2024-11-22 20:16:08,613.0,1.03,4.04,11.8,1:3.94,5.5,13.97,20.7,7.19,1.01,1.74,2.7,5.4,0.86
2024-11-22 20:16:17,530.0,1.03,4.04,11.8,1:3.93,5.48,12.51,20.7,7.19,1.01,1.74,2.7,5.4,0.86
2024-11-22 20:16:26,653.0,1.01,4.04,11.9,1:3.98,5.53,14.68,20.7,7.19,1.01,1.74,2.71,5.4,0.86
2024-11-22 20:16:35,592.0,1.03,4.04,11.8,1:3.92,5.33,13.57,20.7,7.19,1.01,1.74,2.71,5.4,0.86
2024-11-22 20:16:44,685.0,1.03,4.04,11.8,1:3.93,5.31,15.22,20.7,7.19,1.01,1.74,2.71,5.41,0.86
2024-11-22 20:16:54,581.0,1.03,4.04,11.8,1:3.94,5.31,13.47,20.7,7.19,1.01,1.74,2.71,5.41,0.86
2024-11-22 20:17:03,615.0,1.02,4.04,11.9,1:3.95,5.44,13.99,20.7,7.19,1.0,1.74,2.71,5.4,0.86
2024-11-22 20:17:12,735.0,1.02,4.04,11.9,1:3.95,5.47,16.08,20.7,7.2,1.0,1.74,2.71,5.41,0.86
2024-11-22 20:17:21,708.0,1.02,4.04,11.9,1:3.95,5.45,15.66,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:17:30,645.0,1.02,4.04,11.8,1:3.95,5.46,14.69,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:17:39,548.0,1.02,4.04,11.9,1:3.96,5.31,12.83,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:17:49,612.0,1.03,4.06,11.8,1:3.95,5.39,13.81,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:17:58,564.0,1.02,4.04,11.9,1:3.95,5.43,13.15,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:18:07,571.0,1.03,4.04,11.8,1:3.93,5.42,13.1,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:18:16,616.0,1.02,4.04,11.9,1:3.95,5.38,13.77,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:18:25,579.0,1.02,4.03,11.9,1:3.94,5.5,13.41,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:18:33,625.0,1.03,4.04,11.8,1:3.92,5.51,14.14,20.7,7.21,1.0,1.74,2.71,5.42,0.86
2024-11-22 20:18:43,649.0,1.02,4.05,11.8,1:3.96,5.33,14.57,20.7,7.21,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:18:52,599.0,1.04,4.04,11.8,1:3.89,5.42,13.68,20.7,7.2,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:19:01,650.0,1.03,4.04,11.8,1:3.93,5.48,14.58,20.7,7.2,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:19:10,624.0,1.03,4.05,11.8,1:3.94,5.32,14.14,20.7,7.2,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:19:19,567.0,1.02,4.04,11.9,1:3.96,5.38,13.08,20.7,7.2,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:19:28,614.0,1.02,4.04,11.9,1:3.97,5.35,13.85,20.7,7.2,1.0,1.74,2.71,5.41,0.87
2024-11-22 20:19:38,693.0,1.03,4.04,11.8,1:3.92,5.38,15.35,20.7,7.21,1.0,1.74,2.71,5.42,0.87
2024-11-22 20:19:47,635.0,1.02,4.04,11.9,1:3.94,5.56,14.27,20.7,7.2,1.0,1.74,2.72,5.42,0.87
2024-11-22 20:19:56,613.0,1.02,4.04,11.9,1:3.97,5.51,13.91,20.7,7.2,1.0,1.74,2.72,5.42,0.87
2024-11-22 20:20:05,585.0,1.02,4.04,11.9,1:3.95,5.41,13.43,20.7,7.2,1.0,1.73,2.72,5.41,0.87
2024-11-22 20:20:13,588.0,1.02,4.04,11.9,1:3.96,5.92,13.54,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:20:23,572.0,1.02,4.04,11.9,1:3.95,5.29,13.23,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:20:31,655.0,1.02,4.04,11.9,1:3.95,5.45,14.64,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:20:40,598.0,1.03,4.04,11.8,1:3.92,5.28,13.68,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:20:49,641.0,1.02,4.04,11.9,1:3.95,5.34,14.3,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:20:58,564.0,1.02,4.04,11.9,1:3.94,5.46,13.07,20.7,7.2,1.0,1.73,2.73,5.41,0.87
2024-11-22 20:21:07,643.0,1.03,4.04,11.8,1:3.94,5.49,14.39,20.7,7.2,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:21:17,624.0,1.02,4.04,11.9,1:3.94,5.46,14.13,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:21:26,614.0,1.03,4.04,11.8,1:3.93,5.63,14.03,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:21:35,650.0,1.02,4.04,11.9,1:3.95,5.4,14.56,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:21:44,547.0,1.03,4.04,11.8,1:3.94,5.51,12.79,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:21:53,613.0,1.02,4.04,11.9,1:3.96,5.48,13.93,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:22:03,617.0,1.03,4.04,11.8,1:3.93,5.36,14.07,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:22:12,601.0,1.02,4.04,11.9,1:3.97,5.39,13.68,20.7,7.19,1.0,1.73,2.74,5.41,0.87
2024-11-22 20:22:20,626.0,1.03,4.04,11.8,1:3.91,5.44,14.04,20.7,7.19,1.0,1.73,2.74,5.4,0.87
2024-11-22 20:22:29,621.0,1.02,4.05,11.8,1:3.96,5.37,14.11,20.7,7.19,1.0,1.73,2.74,5.4,0.87
2024-11-22 20:22:38,538.0,1.03,4.04,11.8,1:3.92,5.7,12.72,20.7,7.19,1.0,1.73,2.75,5.41,0.87
2024-11-22 20:22:48,582.0,1.03,4.04,11.8,1:3.92,5.36,13.46,20.7,7.19,1.0,1.73,2.75,5.4,0.87
2024-11-22 20:22:57,666.0,1.03,4.04,11.8,1:3.93,5.48,14.87,20.7,7.19,1.0,1.73,2.75,5.41,0.87
2024-11-22 20:23:06,604.0,1.02,4.04,11.9,1:3.96,5.56,13.9,20.7,7.19,1.0,1.73,2.75,5.4,0.87
2024-11-22 20:23:15,678.0,1.02,4.04,11.8,1:3.94,5.56,15.02,20.7,7.19,1.0,1.73,2.76,5.41,0.87
2024-11-22 20:23:24,564.0,1.02,4.04,11.9,1:3.96,5.53,13.25,20.7,7.19,1.0,1.73,2.76,5.41,0.87
2024-11-22 20:23:33,670.0,1.02,4.04,11.9,1:3.95,5.51,14.95,20.7,7.19,1.0,1.73,2.76,5.41,0.87
2024-11-22 20:23:42,598.0,1.03,4.04,11.8,1:3.93,5.46,13.62,20.7,7.19,1.0,1.73,2.76,5.41,0.87
2024-11-22 20:23:51,649.0,1.02,4.04,11.9,1:3.95,5.42,14.45,20.7,7.19,1.0,1.72,2.76,5.41,0.87
2024-11-22 20:24:00,570.0,1.02,4.04,11.9,1:3.98,5.63,13.17,20.7,7.19,1.0,1.72,2.77,5.41,0.87
2024-11-22 20:24:09,556.0,1.02,4.04,11.9,1:3.96,5.43,12.94,20.7,7.19,1.0,1.72,2.77,5.41,0.87
2024-11-22 20:24:18,636.0,1.02,4.04,11.8,1:3.95,5.45,14.29,20.7,7.19,1.0,1.72,2.77,5.4,0.87
2024-11-22 20:24:27,628.0,1.02,4.04,11.9,1:3.97,5.39,14.21,20.7,7.19,1.0,1.72,2.77,5.4,0.87
2024-11-22 20:24:36,516.0,1.02,4.04,11.9,1:3.94,5.34,12.26,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:24:45,642.0,1.02,4.04,11.9,1:3.96,5.26,14.51,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:24:54,610.0,1.01,4.05,11.9,1:4.01,5.38,13.88,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:04,524.0,1.02,4.04,11.9,1:3.96,5.52,12.55,20.7,7.2,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:13,590.0,1.03,4.04,11.8,1:3.92,5.46,13.57,20.7,7.2,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:22,647.0,1.02,4.04,11.9,1:3.96,5.52,14.61,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:31,596.0,1.02,4.05,11.8,1:3.96,5.42,13.75,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:40,622.0,1.02,4.04,11.9,1:3.97,5.43,14.08,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:50,574.0,1.02,4.04,11.9,1:3.95,5.32,13.3,20.7,7.19,0.99,1.72,2.77,5.41,0.87
2024-11-22 20:25:59,600.0,1.02,4.04,11.9,1:3.96,5.38,13.68,20.7,7.19,0.99,1.72,2.77,5.4,0.87
2024-11-22 20:26:08,657.0,1.01,4.04,11.9,1:3.98,5.56,14.65,20.7,7.19,0.99,1.72,2.77,5.4,0.87
2024-11-22 20:26:17,661.0,1.03,4.04,11.8,1:3.93,5.47,14.89,20.7,7.19,0.99,1.72,2.78,5.41,0.87
2024-11-22 20:26:27,604.0,1.02,4.05,11.8,1:3.98,5.51,13.85,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:26:36,577.0,1.02,4.04,11.9,1:3.96,5.52,13.39,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:26:45,579.0,1.02,4.04,11.9,1:3.98,5.53,13.43,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:26:54,670.0,1.02,4.04,11.9,1:3.96,5.59,15.02,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:27:03,623.0,1.01,4.05,11.8,1:4.00,5.37,14.17,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:27:12,611.0,1.01,4.04,11.9,1:3.98,5.41,13.98,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:27:21,567.0,1.02,4.05,11.8,1:3.99,5.4,13.19,20.7,7.19,0.99,1.72,2.78,5.4,0.87
2024-11-22 20:27:29,631.0,1.03,4.04,11.8,1:3.93,5.47,14.24,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:27:39,608.0,1.01,4.04,11.9,1:3.98,5.61,13.93,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:27:48,568.0,1.02,4.04,11.9,1:3.95,5.38,13.19,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:27:57,637.0,1.02,4.04,11.9,1:3.97,5.45,14.28,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:06,620.0,1.01,4.04,11.9,1:4.00,5.37,14.02,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:16,557.0,1.05,4.04,11.8,1:3.84,5.45,12.98,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:25,571.0,1.02,4.04,11.9,1:3.95,5.36,13.28,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:34,566.0,1.03,4.04,11.8,1:3.92,5.44,13.1,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:43,620.0,1.05,4.04,11.8,1:3.83,5.5,14.0,20.7,7.18,0.99,1.72,2.79,5.4,0.87
2024-11-22 20:28:52,625.0,1.02,4.04,11.9,1:3.98,5.55,14.15,20.7,7.18,0.99,1.72,2.79,5.39,0.87
2024-11-22 20:29:00,616.0,1.02,4.04,11.8,1:3.95,5.61,13.99,20.7,7.18,0.99,1.72,2.8,5.39,0.87
2024-11-22 20:29:09,619.0,1.01,4.05,11.8,1:3.99,5.45,14.12,20.7,7.17,0.99,1.71,2.8,5.39,0.87
2024-11-22 20:29:18,714.0,1.02,4.04,11.9,1:3.96,5.48,15.7,20.7,7.18,0.99,1.71,2.8,5.4,0.87
2024-11-22 20:29:27,650.0,1.02,4.04,11.9,1:3.95,5.31,14.55,20.7,7.18,0.99,1.71,2.8,5.4,0.87
2024-11-22 20:29:37,592.0,1.03,4.04,11.8,1:3.93,5.51,13.55,20.7,7.18,0.99,1.71,2.8,5.4,0.87
2024-11-22 20:29:46,599.0,1.02,4.04,11.9,1:3.96,5.62,13.76,20.7,7.18,0.99,1.71,2.8,5.4,0.87
2024-11-22 20:29:55,647.0,1.01,4.04,11.9,1:4.00,5.5,14.66,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:04,558.0,1.02,4.04,11.9,1:3.95,5.35,13.01,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:13,558.0,1.04,4.04,11.8,1:3.89,5.5,12.95,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:22,538.0,1.02,4.04,11.8,1:3.94,5.39,12.6,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:31,604.0,1.02,4.06,11.8,1:3.97,5.5,13.69,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:40,615.0,1.02,4.04,11.9,1:3.96,5.42,13.98,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:50,551.0,1.02,4.04,11.9,1:3.97,5.51,12.83,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:30:58,597.0,1.01,4.04,11.9,1:3.98,5.39,13.7,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:31:08,704.0,1.02,4.04,11.8,1:3.94,5.59,15.46,20.7,7.18,0.99,1.71,2.81,5.4,0.87
2024-11-22 20:31:16,529.0,1.02,4.04,11.9,1:3.98,5.27,12.45,20.7,7.19,0.99,1.71,2.81,5.41,0.87
2024-11-22 20:31:25,572.0,1.02,4.04,11.9,1:3.95,5.46,13.13,20.7,7.19,0.99,1.71,2.81,5.41,0.87
2024-11-22 20:31:35,644.0,1.01,4.06,11.8,1:4.01,5.63,14.47,20.7,7.19,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:31:45,631.0,1.02,4.04,11.9,1:3.96,5.44,14.3,20.7,7.19,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:31:54,654.0,1.03,4.04,11.8,1:3.94,5.62,14.59,20.7,7.19,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:32:03,598.0,1.04,4.04,11.8,1:3.90,5.43,13.65,20.7,7.18,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:32:12,635.0,1.02,4.04,11.9,1:3.97,5.4,14.36,20.7,7.18,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:32:21,538.0,1.02,4.04,11.9,1:3.95,5.52,12.8,20.7,7.19,0.99,1.71,2.82,5.4,0.87
2024-11-22 20:32:30,607.0,1.02,4.04,11.9,1:3.97,5.37,13.81,20.7,7.18,0.98,1.71,2.82,5.4,0.87
2024-11-22 20:32:39,591.0,1.02,4.04,11.9,1:3.94,5.51,13.66,20.7,7.18,0.98,1.71,2.82,5.4,0.87
2024-11-22 20:32:48,576.0,1.02,4.04,11.9,1:3.95,5.39,13.2,20.7,7.18,0.98,1.71,2.82,5.4,0.87
2024-11-22 20:32:57,577.0,1.03,4.04,11.8,1:3.93,5.46,13.42,20.7,7.18,0.98,1.71,2.82,5.4,0.87
2024-11-22 20:33:06,673.0,1.03,4.04,11.8,1:3.91,5.43,14.92,20.7,7.18,0.98,1.71,2.83,5.4,0.87
2024-11-22 20:33:16,580.0,1.03,4.04,11.8,1:3.94,5.39,13.44,20.7,7.18,0.98,1.71,2.83,5.4,0.87
2024-11-22 20:33:25,650.0,1.03,4.04,11.8,1:3.93,5.42,14.52,20.7,7.18,0.98,1.71,2.83,5.4,0.87
2024-11-22 20:33:34,551.0,1.03,4.05,11.8,1:3.94,5.29,12.86,20.7,7.18,0.98,1.7,2.82,5.4,0.87
2024-11-22 20:33:42,593.0,1.02,4.04,11.9,1:3.95,5.47,13.6,20.7,7.18,0.98,1.7,2.83,5.4,0.87
2024-11-22 20:33:52,532.0,1.02,4.05,11.8,1:3.96,5.46,12.65,20.7,7.19,0.98,1.7,2.83,5.4,0.87
2024-11-22 20:34:00,557.0,1.03,4.04,11.8,1:3.92,5.58,13.04,20.7,7.19,0.98,1.7,2.83,5.4,0.88
2024-11-22 20:34:10,563.0,1.02,4.04,11.9,1:3.95,5.43,13.12,20.7,7.19,0.98,1.7,2.83,5.4,0.88
2024-11-22 20:34:19,537.0,1.02,4.04,11.9,1:3.95,5.37,12.53,20.7,7.19,0.98,1.7,2.83,5.41,0.88
2024-11-22 20:34:28,616.0,1.02,4.04,11.9,1:3.95,5.45,13.83,20.7,7.19,0.98,1.7,2.83,5.4,0.88
2024-11-22 20:34:37,512.0,1.02,4.04,11.9,1:3.97,5.44,12.28,20.7,7.2,0.98,1.7,2.83,5.41,0.88
2024-11-22 20:34:45,617.0,1.02,4.04,11.9,1:3.98,5.59,14.04,20.7,7.19,0.98,1.7,2.83,5.41,0.88
2024-11-22 20:34:55,664.0,1.02,4.04,11.9,1:3.97,5.53,14.8,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:03,532.0,1.03,4.04,11.8,1:3.94,5.47,12.7,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:13,630.0,1.02,4.04,11.9,1:3.95,5.42,14.25,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:23,522.0,1.02,4.04,11.8,1:3.95,5.58,12.46,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:32,597.0,1.03,4.05,11.8,1:3.93,5.52,13.64,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:41,626.0,1.02,4.04,11.9,1:3.94,5.58,14.26,20.7,7.2,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:50,498.0,1.02,4.04,11.9,1:3.96,5.19,12.22,20.7,7.21,0.98,1.7,2.84,5.41,0.88
2024-11-22 20:35:59,515.0,1.03,4.04,11.8,1:3.92,5.19,12.25,20.7,7.22,0.98,1.7,2.84,5.42,0.88
